review_id,property_id,review_rating,sentiment_score,review_date,flagged_for_moderation
RV-000290,PR-00097,4,76.5,2026-03-11,True
RV-000291,PR-00097,4,76.5,2025-06-07,True
RV-000292,PR-00098,3,44.9,2025-06-21,True
RV-000293,PR-00098,3,52.5,2026-06-28,True
RV-000294,PR-00098,3,51.9,2026-07-01,True
RV-000295,PR-00099,3,67.3,2025-03-12,False
RV-000296,PR-00099,4,70.1,2025-07-19,True
RV-000297,PR-00099,4,70.8,2025-08-20,True
RV-000298,PR-00100,2,42.9,2025-08-10,True
RV-000299,PR-00100,3,42.9,2025-05-14,False
RV-000300,PR-00100,3,45.5,2026-08-02,True
RV-000301,PR-00101,4,64.5,2026-02-25,False
RV-000302,PR-00101,3,65.5,2026-09-02,False
RV-000303,PR-00101,3,71.3,2025-01-18,False
RV-000304,PR-00102,5,83.9,2025-11-19,False
RV-000305,PR-00102,5,87.9,2024-10-31,True
RV-000306,PR-00102,5,80.9,2026-03-31,False
RV-000307,PR-00103,3,50.1,2024-09-16,False
RV-000308,PR-00103,3,50.9,2024-09-18,True
RV-000309,PR-00103,3,46.6,2024-11-12,True
RV-000310,PR-00104,3,56.0,2025-12-15,False
RV-000311,PR-00104,4,54.6,2025-11-11,False
RV-000312,PR-00104,3,56.4,2026-01-04,True
RV-000313,PR-00105,3,58.7,2024-09-25,True
RV-000314,PR-00105,2,56.4,2024-12-07,False
RV-000315,PR-00105,3,47.5,2025-09-27,False
RV-000316,PR-00106,3,61.1,2026-05-19,True
RV-000317,PR-00106,3,64.8,2025-07-13,False
RV-000318,PR-00106,3,70.5,2025-01-15,False
RV-000319,PR-00107,1,21.8,2026-01-15,False
RV-000320,PR-00107,1,14.7,2024-11-09,False
RV-000321,PR-00107,2,8.8,2025-02-03,True
RV-000322,PR-00108,3,41.3,2025-12-20,False
RV-000323,PR-00108,3,47.3,2025-04-21,True
RV-000324,PR-00108,2,49.6,2026-04-30,True
RV-000325,PR-00109,4,92.9,2025-06-24,False
RV-000326,PR-00109,5,84.7,2026-02-10,False
RV-000327,PR-00109,5,92.8,2024-12-29,False
RV-000328,PR-00110,3,58.1,2026-02-27,False
RV-000329,PR-00110,3,47.5,2025-06-10,True
RV-000330,PR-00110,3,39.1,2025-12-17,True
RV-000331,PR-00111,2,14.9,2025-09-02,True
RV-000332,PR-00111,1,20.5,2025-03-05,False
RV-000333,PR-00111,1,19.6,2026-02-20,False
RV-000334,PR-00112,3,56.6,2025-02-18,False
RV-000335,PR-00112,3,58.8,2026-09-10,True
RV-000336,PR-00112,3,54.5,2026-09-10,True
RV-000337,PR-00113,3,39.6,2024-12-08,False
RV-000338,PR-00113,3,45.7,2024-11-24,False
RV-000339,PR-00113,3,41.8,2025-05-19,True
RV-000340,PR-00114,2,34.1,2026-07-07,False
RV-000341,PR-00114,2,34.7,2026-01-16,False
RV-000342,PR-00114,2,40.9,2026-03-13,False
RV-000343,PR-00115,2,47.9,2025-05-14,False
RV-000344,PR-00115,3,36.7,2025-12-11,False
RV-000345,PR-00115,2,39.9,2025-02-13,False
RV-000346,PR-00116,2,26.6,2026-01-07,False
RV-000347,PR-00116,2,35.3,2025-05-25,True
RV-000348,PR-00116,3,38.3,2024-11-09,True
RV-000349,PR-00117,3,38.4,2026-05-06,True
RV-000350,PR-00117,3,28.4,2024-10-10,True
RV-000351,PR-00117,1,37.2,2025-07-07,False
RV-000352,PR-00118,1,0.0,2026-03-08,True
RV-000353,PR-00118,2,3.3,2025-02-02,False
RV-000354,PR-00118,1,10.5,2024-11-19,True
RV-000355,PR-00119,4,81.3,2025-08-29,True
RV-000356,PR-00119,4,83.4,2026-08-06,True
RV-000357,PR-00119,4,79.6,2025-05-29,False
RV-000358,PR-00120,3,54.1,2024-10-11,False
RV-000359,PR-00120,3,43.2,2025-02-28,False
RV-000360,PR-00120,3,43.5,2025-08-26,True
RV-000361,PR-00121,3,54.5,2026-07-15,True
RV-000362,PR-00121,3,59.3,2025-05-12,True
RV-000363,PR-00121,3,60.4,2026-05-31,True
RV-000364,PR-00122,4,29.7,2025-01-19,True
RV-000365,PR-00122,3,37.7,2026-07-08,True
RV-000366,PR-00122,2,36.5,2025-03-16,False
RV-000367,PR-00123,2,26.2,2026-05-03,True
RV-000368,PR-00123,2,19.5,2025-01-02,False
RV-000369,PR-00123,3,42.8,2026-05-11,False
RV-000370,PR-00124,4,53.7,2024-10-24,False
RV-000371,PR-00124,4,57.8,2025-07-02,True
RV-000372,PR-00124,4,49.9,2026-07-18,False
RV-000373,PR-00125,4,80.2,2025-11-22,False
RV-000374,PR-00125,4,68.1,2025-11-23,False
RV-000375,PR-00125,3,67.3,2025-05-20,True
RV-000376,PR-00126,3,57.8,2026-08-31,False
RV-000377,PR-00126,4,54.9,2025-05-12,False
RV-000378,PR-00126,3,51.8,2025-05-06,True
RV-000379,PR-00127,4,78.8,2025-04-07,False
RV-000380,PR-00127,4,69.5,2026-07-13,True
RV-000381,PR-00127,3,74.6,2025-09-08,False
RV-000382,PR-00128,4,50.6,2024-10-13,True
RV-000383,PR-00128,3,52.6,2025-11-18,True
RV-000384,PR-00128,4,54.7,2025-06-02,False
RV-000385,PR-00129,2,6.8,2025-11-29,False
RV-000386,PR-00129,2,18.0,2024-10-10,False
RV-000387,PR-00129,2,27.6,2025-07-31,False
RV-000388,PR-00130,4,67.9,2025-09-11,True
RV-000389,PR-00130,4,66.6,2026-05-14,True
RV-000390,PR-00130,5,74.3,2024-09-23,False
RV-000391,PR-00131,2,15.8,2025-03-14,True
RV-000392,PR-00131,1,31.0,2024-10-17,True
RV-000393,PR-00131,1,24.6,2025-06-14,True
RV-000394,PR-00132,4,68.9,2025-02-06,False
RV-000395,PR-00132,4,67.9,2026-06-03,True
RV-000396,PR-00132,3,73.0,2026-04-13,False
RV-000397,PR-00133,3,50.5,2024-11-15,False
RV-000398,PR-00133,2,46.1,2025-10-28,False
RV-000399,PR-00133,2,41.6,2025-08-14,True
RV-000400,PR-00134,3,45.5,2026-08-31,True
RV-000401,PR-00134,3,54.7,2026-03-23,False
RV-000402,PR-00134,3,45.2,2026-04-19,True
RV-000403,PR-00135,3,37.2,2026-03-29,True
RV-000404,PR-00135,2,29.3,2026-05-18,True
RV-000405,PR-00135,3,36.4,2025-02-08,True
RV-000406,PR-00136,4,47.8,2026-02-05,False
RV-000407,PR-00136,4,62.4,2025-06-12,True
RV-000408,PR-00136,3,63.5,2024-12-31,True
RV-000409,PR-00137,3,54.1,2025-11-27,True
RV-000410,PR-00137,4,61.2,2025-10-03,True
RV-000411,PR-00137,4,57.5,2025-07-04,True
RV-000412,PR-00138,3,71.9,2026-05-23,True
RV-000413,PR-00138,3,72.1,2024-11-13,False
RV-000414,PR-00138,4,51.1,2025-05-18,False
RV-000415,PR-00139,3,66.6,2026-02-12,True
RV-000416,PR-00139,4,63.1,2025-01-02,True
RV-000417,PR-00139,4,81.0,2025-05-18,False
RV-000418,PR-00140,3,41.0,2025-11-07,False
RV-000419,PR-00140,3,38.9,2025-07-11,True
RV-000420,PR-00140,3,53.2,2024-11-22,True
RV-000421,PR-00141,4,83.2,2025-07-09,True
RV-000422,PR-00141,4,79.2,2025-05-31,True
RV-000423,PR-00141,4,98.1,2025-10-18,True
RV-000424,PR-00142,3,21.8,2025-07-12,True
RV-000425,PR-00142,2,29.7,2025-04-13,True
RV-000426,PR-00142,2,32.2,2026-04-21,False
RV-000427,PR-00143,4,64.7,2025-12-31,True
RV-000428,PR-00143,4,63.9,2025-02-23,False
RV-000429,PR-00143,4,63.9,2026-03-23,False
RV-000430,PR-00144,3,58.3,2026-01-06,False
RV-000431,PR-00144,4,55.9,2024-10-21,False
RV-000432,PR-00144,3,66.3,2024-09-28,True
RV-000433,PR-00145,4,67.2,2025-05-25,True
RV-000434,PR-00145,4,85.1,2026-05-13,True
RV-000435,PR-00145,5,73.8,2026-01-18,True
RV-000436,PR-00146,2,31.3,2026-01-05,False
RV-000437,PR-00146,3,25.6,2025-04-21,False
RV-000438,PR-00146,2,38.5,2025-09-03,True
RV-000439,PR-00147,3,62.6,2025-08-30,True
RV-000440,PR-00147,4,63.2,2026-03-15,True
RV-000441,PR-00147,3,62.8,2024-12-29,True
RV-000442,PR-00148,1,0.0,2026-05-03,True
RV-000443,PR-00148,2,12.9,2024-09-22,False
RV-000444,PR-00148,1,10.5,2025-07-22,True
RV-000445,PR-00149,4,71.8,2024-11-17,False
RV-000446,PR-00149,4,57.6,2025-07-18,False
RV-000447,PR-00149,4,71.4,2026-05-08,False
RV-000448,PR-00150,4,73.0,2025-09-16,False
RV-000449,PR-00150,4,68.8,2025-09-16,False
RV-000450,PR-00150,4,56.4,2024-10-07,True
RV-000451,PR-00151,3,48.3,2025-11-21,False
RV-000452,PR-00151,3,47.5,2024-10-14,True
RV-000453,PR-00151,3,43.6,2025-12-28,False
RV-000454,PR-00152,4,48.8,2025-10-24,True
RV-000455,PR-00152,3,56.0,2026-03-18,False
RV-000456,PR-00152,4,62.6,2025-01-14,False
RV-000457,PR-00153,2,35.1,2024-11-29,True
RV-000458,PR-00153,3,28.0,2024-09-25,True
RV-000459,PR-00153,3,21.5,2024-11-27,True
RV-000460,PR-00154,3,75.2,2025-03-14,False
RV-000461,PR-00154,4,56.6,2025-04-28,True
RV-000462,PR-00154,4,66.0,2026-06-07,True
RV-000463,PR-00155,3,48.7,2025-09-15,False
RV-000464,PR-00155,3,59.7,2026-02-17,False
RV-000465,PR-00155,3,61.4,2025-07-04,False
RV-000466,PR-00156,4,57.7,2025-11-03,False
RV-000467,PR-00156,4,65.3,2026-08-12,True
RV-000468,PR-00156,4,66.8,2024-11-26,False
RV-000469,PR-00157,5,80.4,2025-04-21,True
RV-000470,PR-00157,5,87.9,2026-08-30,True
RV-000471,PR-00157,4,79.6,2025-07-09,True
RV-000472,PR-00158,3,38.2,2026-06-19,True
RV-000473,PR-00158,3,52.2,2026-01-07,False
RV-000474,PR-00158,3,46.8,2025-05-21,False
RV-000475,PR-00159,2,49.2,2025-10-19,False
RV-000476,PR-00159,4,38.7,2026-08-07,False
RV-000477,PR-00159,2,36.5,2025-06-20,False
RV-000478,PR-00160,3,49.4,2025-12-21,True
RV-000479,PR-00160,3,53.1,2025-09-08,True
RV-000480,PR-00160,3,47.1,2026-05-06,False
RV-000481,PR-00161,4,57.5,2024-12-06,True
RV-000482,PR-00161,3,60.4,2026-03-15,True
RV-000483,PR-00161,3,55.8,2025-04-14,True
RV-000484,PR-00162,4,64.8,2026-03-12,False
RV-000485,PR-00162,3,64.9,2024-12-19,True
RV-000486,PR-00162,3,70.6,2025-11-09,False
RV-000487,PR-00163,5,74.8,2025-01-28,False
RV-000488,PR-00163,4,80.9,2025-11-14,True
RV-000489,PR-00163,4,80.4,2025-06-04,True
RV-000490,PR-00164,2,34.1,2025-05-15,True
RV-000491,PR-00164,3,27.0,2025-10-26,True
RV-000492,PR-00164,2,34.7,2026-04-03,False
RV-000493,PR-00165,5,76.1,2025-04-02,False
RV-000494,PR-00165,4,69.6,2026-06-09,True
RV-000495,PR-00165,4,77.6,2026-07-25,True
RV-000496,PR-00166,4,61.9,2025-10-30,True
RV-000497,PR-00166,4,57.8,2025-06-19,True
RV-000498,PR-00166,3,71.2,2025-05-23,True
RV-000499,PR-00167,2,31.1,2025-02-11,False
RV-000500,PR-00167,3,19.6,2024-12-07,False
RV-000501,PR-00167,3,28.3,2026-05-28,False
RV-000502,PR-00168,4,62.6,2025-07-10,True
RV-000503,PR-00168,4,66.3,2025-04-25,False
RV-000504,PR-00168,4,67.2,2026-06-08,True
RV-000505,PR-00169,4,58.1,2026-07-02,False
RV-000506,PR-00169,3,60.5,2025-12-12,True
RV-000507,PR-00169,4,55.0,2025-07-16,False
RV-000508,PR-00170,3,38.7,2025-03-27,True
RV-000509,PR-00170,3,58.5,2025-06-30,False
RV-000510,PR-00170,3,41.3,2026-07-31,False
RV-000511,PR-00171,2,49.2,2026-07-13,False
RV-000512,PR-00171,3,43.1,2026-05-25,True
RV-000513,PR-00171,3,29.9,2025-01-09,True
RV-000514,PR-00172,4,88.7,2025-02-08,False
RV-000515,PR-00172,5,85.8,2026-09-08,True
RV-000516,PR-00172,4,82.8,2024-11-14,False
